CR_REGION,NOMBRE_REGION,CR_TIENDA,NOMBRE_TIENDA
10MON,Nuevo Leon Oriente,50JH3,Nino Artillero MTY
10MON,Nuevo Leon Oriente,50JHS,Univ Tecnologica REX
10MON,Nuevo Leon Oriente,50JIM,Jimenez MTY
10MON,Nuevo Leon Oriente,50JJ1,El Tamez MTY
10MON,Nuevo Leon Oriente,50JJ7,Nacozari MTY
10MON,Nuevo Leon Oriente,50JKF,Flor de Lis MTY
10MON,Nuevo Leon Oriente,50JKG,Macario MTY
10MON,Nuevo Leon Oriente,50JKK,Granada MTY
10MON,Nuevo Leon Oriente,50JKV,La Luz MTY
10MON,Nuevo Leon Oriente,50JKY,Mutualismo MTY
10MON,Nuevo Leon Oriente,50JLF,Jardines deLaFamaMTY
10MON,Nuevo Leon Oriente,50JLG,Los Cavazos MTA
10MON,Nuevo Leon Oriente,50JLN,Mier y Noriega MTY
10MON,Nuevo Leon Oriente,50JNG,General Bravo MTY
10MON,Nuevo Leon Oriente,50JNO,Jarachina Nte REX
10MON,Nuevo Leon Oriente,50JO8,Bayas MTY
10MON,Nuevo Leon Oriente,50JOJ,Jojoba MTY
10MON,Nuevo Leon Oriente,50JOR,Villa Rica MTY
10MON,Nuevo Leon Oriente,50JOU,Perote REX
10MON,Nuevo Leon Oriente,50JOY,La Joya MTY
10MON,Nuevo Leon Oriente,50JP6,Guemez REX
10MON,Nuevo Leon Oriente,50JPV,Plaza Acanto MTY
10MON,Nuevo Leon Oriente,50JPX,San Miguel II MTY
10MON,Nuevo Leon Oriente,50JQF,Tampico MTY
10MON,Nuevo Leon Oriente,50JQH,R.de losCristalesMTY
10MON,Nuevo Leon Oriente,50JSE,Jose Alvarado MTY
10MON,Nuevo Leon Oriente,50JSH,San Rafael II MTY
10MON,Nuevo Leon Oriente,50JT3,Andana MTY
10MON,Nuevo Leon Oriente,50JUT,Praderas Sn Juan MTY
10MON,Nuevo Leon Oriente,50JV8,El Trigal MTY
10MON,Nuevo Leon Oriente,50JVF,TULIPAN II MTY
10MON,Nuevo Leon Oriente,50JVK,TREBOLES MTY
10MON,Nuevo Leon Oriente,50JVN,DEL PRADO II MTY
10MON,Nuevo Leon Oriente,50JVO,DAMASCO MTY
10MON,Nuevo Leon Oriente,50JVP,Mercurio MTY
10MON,Nuevo Leon Oriente,50JVQ,Los Cometas MTY
10MON,Nuevo Leon Oriente,50JVT,Caballero MTY
10MON,Nuevo Leon Oriente,50JVX,Asteroides MTY
10MON,Nuevo Leon Oriente,50JVY,Bicentenario MTY
10MON,Nuevo Leon Oriente,50JWI,Obregon MTY
10MON,Nuevo Leon Oriente,50JWK,Cuatro Caminos MTY
10MON,Nuevo Leon Oriente,50JWM,Niza II REX
10MON,Nuevo Leon Oriente,50JX1,Ind. el Puente MTY
10MON,Nuevo Leon Oriente,50JXI,Hercules MTY
10MON,Nuevo Leon Oriente,50JXK,Hospital Morelos MTY
10MON,Nuevo Leon Oriente,50JXL,Moises Saenz II MTY
10MON,Nuevo Leon Oriente,50JYT,Himalaya REX
10MON,Nuevo Leon Oriente,50JYW,DIF Cadereyta MTY
10MON,Nuevo Leon Oriente,50JYX,IMSS Linares MTY
10MON,Nuevo Leon Oriente,50JYZ,Reguiletes MTY
10MON,Nuevo Leon Oriente,50JZ7,CR Disponible 4.
10MON,Nuevo Leon Oriente,50K1L,Alamo Central MTY
10MON,Nuevo Leon Oriente,50K1R,Prados de Santa Rosa MTY
10MON,Nuevo Leon Oriente,50K2D,Arboleda  MTY
10MON,Nuevo Leon Oriente,50K66,San Paolo MTY
10MON,Nuevo Leon Oriente,50K6I,Montemorelos MTY
10MON,Nuevo Leon Oriente,50K6Y,Perimetral Oriente MTY
10MON,Nuevo Leon Oriente,50K7E,Las Moras MTY
10MON,Nuevo Leon Oriente,50K7P,Plaza Santa Fe MTY
10MON,Nuevo Leon Oriente,50K8S,Las Liebres MTY
10MON,Nuevo Leon Oriente,50K93,Torento MTY
10MON,Nuevo Leon Oriente,50K9H,Villa Frida MTY
10MON,Nuevo Leon Oriente,50KAS,Kasino MTY
10MON,Nuevo Leon Oriente,50KAW,Ebanos Allende MTY
10MON,Nuevo Leon Oriente,50KBE,Arcadia MTY
10MON,Nuevo Leon Oriente,50KBN,Entrada Teran MTY
10MON,Nuevo Leon Oriente,50KBO,Roma REX
10MON,Nuevo Leon Oriente,50KBW,Tulum MTY
10MON,Nuevo Leon Oriente,50KC6,Allende REX
10MON,Nuevo Leon Oriente,50KCV,Aceros II MTY
10MON,Nuevo Leon Oriente,50KEE,El Puente MTY
10MON,Nuevo Leon Oriente,50KEH,Los Prados MTY
10MON,Nuevo Leon Oriente,50KGX,Camargo REX
10MON,Nuevo Leon Oriente,50KIV,Vivero MTY
10MON,Nuevo Leon Oriente,50KJ4,Cuauhtemoc  MTY
10MON,Nuevo Leon Oriente,50KJ9,Reynosa REX
10MON,Nuevo Leon Oriente,50KK5,Espacio Tec MTY
10MON,Nuevo Leon Oriente,50KKN,Ocampo MTY
10MON,Nuevo Leon Oriente,50KM8,Tarahumara MTY
10MON,Nuevo Leon Oriente,50KMR,Morelos MTY
10MON,Nuevo Leon Oriente,50KNR,Kronos MTY
10MON,Nuevo Leon Oriente,50KO7,Estacion Rancho Viejo MTY
10MON,Nuevo Leon Oriente,50KPS,Villegas MTY
10MON,Nuevo Leon Oriente,50KPV,De la Flor MTY
10MON,Nuevo Leon Oriente,50KQK,Aldama Dos REX
10MON,Nuevo Leon Oriente,50KRG,Rincon de Gpe. MTY
10MON,Nuevo Leon Oriente,50KRK,Caracol II MTY
10MON,Nuevo Leon Oriente,50KT9,Sierra Negra MTY
10MON,Nuevo Leon Oriente,50KUF,Eridano MTY
10MON,Nuevo Leon Oriente,50KVM,Nova Apodaca MTY
10MON,Nuevo Leon Oriente,50KVP,Valle dePalmas I MTY
10MON,Nuevo Leon Oriente,50KWV,Jose Alvarado MTY
10MON,Nuevo Leon Oriente,50KX7,Dublin MTY
10MON,Nuevo Leon Oriente,50KXZ,Movil MTY
10MON,Nuevo Leon Oriente,50KY0,Oaxaca MTY
10MON,Nuevo Leon Oriente,50L0N,Budapest MTY
10MON,Nuevo Leon Oriente,50L1I,Portofino MTY
10MON,Nuevo Leon Oriente,50L2I,Rio Colorado I
10MON,Nuevo Leon Oriente,50L2N,Nicolas Bravo MTY
10MON,Nuevo Leon Oriente,50L2O,Alamo REX
10MON,Nuevo Leon Oriente,50L4Z,Periferico REX
10MON,Nuevo Leon Oriente,50L50,Josefa Madrigal MTY
10MON,Nuevo Leon Oriente,50L57,Nicolas Bravo Rey MTY
10MON,Nuevo Leon Oriente,50L5Q,C. Concordia MTY
10MON,Nuevo Leon Oriente,50L6I,Fuerte Guadalupe MTY
10MON,Nuevo Leon Oriente,50L8F,Piramides MTY
10MON,Nuevo Leon Oriente,50L9H,Lerdo de Tejada MTY
10MON,Nuevo Leon Oriente,50LAR,Loma Larga MTY
10MON,Nuevo Leon Oriente,50LAX,Alamo II MTY
10MON,Nuevo Leon Oriente,50LB0,Central Rio Bravo REX
10MON,Nuevo Leon Oriente,50LB1,Altamira MON
10MON,Nuevo Leon Oriente,50LBC,Lib. A Cadereyta MTY
10MON,Nuevo Leon Oriente,50LBY,Libram. Saltillo MTY
10MON,Nuevo Leon Oriente,50LC0,Huertas MTY
10MON,Nuevo Leon Oriente,50LCG,Plutarco REX
10MON,Nuevo Leon Oriente,50LCX,Ciudadela MTY
10MON,Nuevo Leon Oriente,50LD1,Los Murales MTY
10MON,Nuevo Leon Oriente,50LD7,Alcanfor MTY
10MON,Nuevo Leon Oriente,50LDM,De La Madrid II MTY
10MON,Nuevo Leon Oriente,50LEB,Los Ebanos MTY
10MON,Nuevo Leon Oriente,50LFP,Mier REX
10MON,Nuevo Leon Oriente,50LGB,Lagos del Bosque MTY
10MON,Nuevo Leon Oriente,50LGO,Del Lago MTY
10MON,Nuevo Leon Oriente,50LH1,NEMESIO MTY
10MON,Nuevo Leon Oriente,50LHL,La Cuchilla MTY
10MON,Nuevo Leon Oriente,50LHT,San Joaquin REX
10MON,Nuevo Leon Oriente,50LHV,Petrolera REX
10MON,Nuevo Leon Oriente,50LI2,Jaramillo MTY
10MON,Nuevo Leon Oriente,50LIL,Colonial REX
10MON,Nuevo Leon Oriente,50LIN,Linda Vista MTY
10MON,Nuevo Leon Oriente,50LIZ,Plaza Linares MTY
10MON,Nuevo Leon Oriente,50LKA,MiguelAleman III REX
10MON,Nuevo Leon Oriente,50LKD,Doctor Garcia MTY
10MON,Nuevo Leon Oriente,50LKI,Balcones deAlcalaREX
10MON,Nuevo Leon Oriente,50LKJ,Loma Escondida REX
10MON,Nuevo Leon Oriente,50LKV,Ramones MTY
10MON,Nuevo Leon Oriente,50LKW,China MTY
10MON,Nuevo Leon Oriente,50LKY,Gil de Leyva MTY
10MON,Nuevo Leon Oriente,50LLL,Las Torres REX
10MON,Nuevo Leon Oriente,50LLY,Rally REX
10MON,Nuevo Leon Oriente,50LMI,Las Misiones MTY
10MON,Nuevo Leon Oriente,50LMV,Lomas del Valle MTY
10MON,Nuevo Leon Oriente,50LN7,Guanajuato MTY
10MON,Nuevo Leon Oriente,50LNH,Lina MTY
10MON,Nuevo Leon Oriente,50LNW,Alemania MTY
10MON,Nuevo Leon Oriente,50LOD,Loma Dorada REX
10MON,Nuevo Leon Oriente,50LPI,Los Pinos MTY
10MON,Nuevo Leon Oriente,50LPX,La Paz MTY
10MON,Nuevo Leon Oriente,50LPY,La Playa MTY
10MON,Nuevo Leon Oriente,50LQC,Caracas MTY
10MON,Nuevo Leon Oriente,50LQO,Loma Real REX
10MON,Nuevo Leon Oriente,50LSJ,San Lorenzo REX
10MON,Nuevo Leon Oriente,50LST,La Costa MTY
10MON,Nuevo Leon Oriente,50LTE,Cerralvo Centro MTY
10MON,Nuevo Leon Oriente,50LTX,La Luz II MTY
10MON,Nuevo Leon Oriente,50LU5,Alfombrilla MTY
10MON,Nuevo Leon Oriente,50LUX,LUX MTY
10MON,Nuevo Leon Oriente,50LVS,Pablo Livas II MTY
10MON,Nuevo Leon Oriente,50LWU,San Valentin REX
10MON,Nuevo Leon Oriente,50LWY,Labaro Patrio REX
10MON,Nuevo Leon Oriente,50LYG,Guayacan MTY
10MON,Nuevo Leon Oriente,50M0Q,Hyundai Mobis II
10MON,Nuevo Leon Oriente,50M2O,Coco MTY
10MON,Nuevo Leon Oriente,50M4G,Boulevard Revolucion    MTY
10MON,Nuevo Leon Oriente,50M5H,Hector Caballero MTY
10MON,Nuevo Leon Oriente,50M6T,Congregacion Calles MTY
10MON,Nuevo Leon Oriente,50M7D,Mirador Apodaca MTY
10MON,Nuevo Leon Oriente,50M7H,Rincon del Fuego MTY
10MON,Nuevo Leon Oriente,50M80,Francisco I Madero MTY
10MON,Nuevo Leon Oriente,50M8B,Nave 01 MTY
10MON,Nuevo Leon Oriente,50M92,NVA LAS PUENTES MTY
10MON,Nuevo Leon Oriente,50MA4,Infonavit Benito Juarez MTY
10MON,Nuevo Leon Oriente,50MAE,Marne MTY
10MON,Nuevo Leon Oriente,50MAI,Santa Maria MTY
10MON,Nuevo Leon Oriente,50MB3,Aurora MTY
10MON,Nuevo Leon Oriente,50MCE,Cercado II MTY
10MON,Nuevo Leon Oriente,50MCP,Missouri MTY
10MON,Nuevo Leon Oriente,50MDI,La Madrid MTY
10MON,Nuevo Leon Oriente,50MDP,Guadalajara MTY
10MON,Nuevo Leon Oriente,50MGB,PlazaLaSillaII MTY
10MON,Nuevo Leon Oriente,50MGN,Magnolia MTY
10MON,Nuevo Leon Oriente,50MGT,Torres deS.MiguelMTY
10MON,Nuevo Leon Oriente,50MGZ,San Miguel REX
10MON,Nuevo Leon Oriente,50MI0,Methode AP MTY
10MON,Nuevo Leon Oriente,50MIF,Mision Santa Fe MTY
10MON,Nuevo Leon Oriente,50MIH,Mision de HuinalaMTY
10MON,Nuevo Leon Oriente,50MIM,Camino al Mirador MEX
10MON,Nuevo Leon Oriente,50MIQ,Mision MTY
10MON,Nuevo Leon Oriente,50MIV,Mision del Valle MTY
10MON,Nuevo Leon Oriente,50MIX,Mixcoac MTY
10MON,Nuevo Leon Oriente,50MJL,JUDEL MTY
10MON,Nuevo Leon Oriente,50MK5,Servicios Publicos MTY
10MON,Nuevo Leon Oriente,50MKF,M.de Fundadores MTY
10MON,Nuevo Leon Oriente,50MKG,MTY Huinala MTY
10MON,Nuevo Leon Oriente,50MKH,Coahuila II MTY
10MON,Nuevo Leon Oriente,50MKQ,Cuauhtemoc III MTY
10MON,Nuevo Leon Oriente,50ML7,Carolco MTY
10MON,Nuevo Leon Oriente,50MLM,Miraloma MTY
10MON,Nuevo Leon Oriente,50MM9,Nidec Leroy MTY
10MON,Nuevo Leon Oriente,50MMF,Hda.Las Margaritas MTY
10MON,Nuevo Leon Oriente,50MMX,Mini Mexico MTY
10MON,Nuevo Leon Oriente,50MNM,Montemorelos II MTA
10MON,Nuevo Leon Oriente,50MNP,Morones Prieto IIMTY
10MON,Nuevo Leon Oriente,50MNW,de La Montana REX
10MON,Nuevo Leon Oriente,50MO7,Veralta MTY
10MON,Nuevo Leon Oriente,50MPR,Pirineos MTY
10MON,Nuevo Leon Oriente,50MQV,Mavi MTY
10MON,Nuevo Leon Oriente,50MQW,Los Alpes MTY
10MON,Nuevo Leon Oriente,50MRH,Ex.Hda.Santa RosaMTY
10MON,Nuevo Leon Oriente,50MRN,Refineria MTY
10MON,Nuevo Leon Oriente,50MSP,San Pedro MTY
10MON,Nuevo Leon Oriente,50MSX,Crucero MTY
10MON,Nuevo Leon Oriente,50MTX,Metroplex MTY
10MON,Nuevo Leon Oriente,50MTY,MonterREX
10MON,Nuevo Leon Oriente,50MUI,San Mateo MTY
10MON,Nuevo Leon Oriente,50MUM,Miguel Aleman MTY
10MON,Nuevo Leon Oriente,50MVB,Msn.del Valle II MTY
10MON,Nuevo Leon Oriente,50MVC,Avila Camacho MTY
10MON,Nuevo Leon Oriente,50MWE,Miguel Aleman I REX
10MON,Nuevo Leon Oriente,50MWL,Miguel Aleman II REX
10MON,Nuevo Leon Oriente,50MWP,Mision San Pablo MTY
10MON,Nuevo Leon Oriente,50MXI,Cap.Carlos Cantu REX
10MON,Nuevo Leon Oriente,50MXM,El Pasito REX
10MON,Nuevo Leon Oriente,50MXO,Fuente de Diana REX
10MON,Nuevo Leon Oriente,50MXP,Hda. Las Fuentes REX
10MON,Nuevo Leon Oriente,50MXQ,Mexiquito MTY
10MON,Nuevo Leon Oriente,50MXR,Los Sauces REX
10MON,Nuevo Leon Oriente,50MXS,Las Haciendas REX
10MON,Nuevo Leon Oriente,50MXV,Matias Romero REX
10MON,Nuevo Leon Oriente,50MXX,Nuevo Jarachina REX
10MON,Nuevo Leon Oriente,50MYA,Olmo REX
10MON,Nuevo Leon Oriente,50MYB,Rio Grande REX
10MON,Nuevo Leon Oriente,50MYC,Riveras delCarmenREX
10MON,Nuevo Leon Oriente,50MYF,Sur Tres REX
10MON,Nuevo Leon Oriente,50MYH,Ventura REX
10MON,Nuevo Leon Oriente,50MYI,Villa De Reynosa REX
10MON,Nuevo Leon Oriente,50MYX,Pinguinos MTY
10MON,Nuevo Leon Oriente,50MZG,Manzanares MTY
10MON,Nuevo Leon Oriente,50N0G,15 de Septiembre MTY
10MON,Nuevo Leon Oriente,50N1G,Velazquez MTY
10MON,Nuevo Leon Oriente,50N44,Arbado MTY
10MON,Nuevo Leon Oriente,50N45,Emiliano MTY
10MON,Nuevo Leon Oriente,50N4H,Cuevas MTY
10MON,Nuevo Leon Oriente,50N5D,5 de Junio REX
10MON,Nuevo Leon Oriente,50N5O,Luanda MTY
10MON,Nuevo Leon Oriente,50N5W,Luiz Elizondo MTY
10MON,Nuevo Leon Oriente,50N73,Paraje Juarez MTY
10MON,Nuevo Leon Oriente,50N85,Lomas del Rey MTY
10MON,Nuevo Leon Oriente,50N8J,Diamante  MTY
10MON,Nuevo Leon Oriente,50N8R,Abastos Reynosa MTY
10MON,Nuevo Leon Oriente,50NAJ,Latitud MTY
10MON,Nuevo Leon Oriente,50NAK,Yucatan REX
10MON,Nuevo Leon Oriente,50NAN,Los Hoyos MTY
10MON,Nuevo Leon Oriente,50NAW,Las Fuentes MTY
10MON,Nuevo Leon Oriente,50NBA,Carlota MTY
10MON,Nuevo Leon Oriente,50NBC,Costa de Marfil MTY
10MON,Nuevo Leon Oriente,50NBG,Jardines del Sol MTY
10MON,Nuevo Leon Oriente,50NBJ,Natura MTY
10MON,Nuevo Leon Oriente,50NBS,Las Haciendas II MTY
10MON,Nuevo Leon Oriente,50NC0,Ferrovia MTY
10MON,Nuevo Leon Oriente,50NCM,Zaragoza MTA
10MON,Nuevo Leon Oriente,50NCS,Rangel MTY
10MON,Nuevo Leon Oriente,50NDX,16 de SeptiembreMTY
10MON,Nuevo Leon Oriente,50NE7,Manuel Herrera MTY
10MON,Nuevo Leon Oriente,50NGA,Gral Trevino MTY
10MON,Nuevo Leon Oriente,50NGB,Elizondo MTY
10MON,Nuevo Leon Oriente,50NGN,Nogal REX
10MON,Nuevo Leon Oriente,50NHD,Andalucia MTY
10MON,Nuevo Leon Oriente,50NIN,Av.de laIndustriaMTY
10MON,Nuevo Leon Oriente,50NIW,Oceania MTY
10MON,Nuevo Leon Oriente,50NIZ,Niza REX
10MON,Nuevo Leon Oriente,50NJA,Nueva Refinera REX
10MON,Nuevo Leon Oriente,50NKW,Lagos MTY
10MON,Nuevo Leon Oriente,50NLC,Nacional MTY
10MON,Nuevo Leon Oriente,50NLD,Laredo REX
10MON,Nuevo Leon Oriente,50NMZ,Rincon de la Sierra II MTY
10MON,Nuevo Leon Oriente,50NNH,Independencia MTY
10MON,Nuevo Leon Oriente,50NNI,Nva.IndependenciaMTY
10MON,Nuevo Leon Oriente,50NNV,Pontenova MTY
10MON,Nuevo Leon Oriente,50NPK,Nueva Libertad MTY
10MON,Nuevo Leon Oriente,50NPR,Nuevo Progreso REX
10MON,Nuevo Leon Oriente,50NPS,Nuevo Progreso IIREX
10MON,Nuevo Leon Oriente,50NRA,Enramada MTY
10MON,Nuevo Leon Oriente,50NT4,Rincon del Fuego  MTY
10MON,Nuevo Leon Oriente,50NT5,Lyon MTY
10MON,Nuevo Leon Oriente,50NTB,CentraldeAbastosMTY
10MON,Nuevo Leon Oriente,50NU1,Las Aves Rey MTY
10MON,Nuevo Leon Oriente,50NU5,Independencia  MTY
10MON,Nuevo Leon Oriente,50NVH,Cristales MTY
10MON,Nuevo Leon Oriente,50NX5,Bosques del Seminario II MTY
10MON,Nuevo Leon Oriente,50NX6,Ramal Garza MTY
10MON,Nuevo Leon Oriente,50NXC,Nueva Mixcoac MTY
10MON,Nuevo Leon Oriente,50NXI,Mina MTY
10MON,Nuevo Leon Oriente,50NXL,Gales MTY
10MON,Nuevo Leon Oriente,50NXM,Pescadores MTY
10MON,Nuevo Leon Oriente,50NZG,Insurgentes MTY
10MON,Nuevo Leon Oriente,50NZQ,Nazas MTY
10MON,Nuevo Leon Oriente,50NZZ,Central Morelos MTY
10MON,Nuevo Leon Oriente,50O0B,Av. De Las Americas MTY
10MON,Nuevo Leon Oriente,50O0H,La Arena MTY
10MON,Nuevo Leon Oriente,50O1Z,Fuentes del Seminario MTY
10MON,Nuevo Leon Oriente,50O3Q,Prepa GL MTY
10MON,Nuevo Leon Oriente,50O6B,Fuente de Piedra MTY
10MON,Nuevo Leon Oriente,50O71,California MTY
10MON,Nuevo Leon Oriente,50O85,Rayon Gpe MTY
10MON,Nuevo Leon Oriente,50O9E,Entrada Allende MTY
10MON,Nuevo Leon Oriente,50O9I,Quinta las Sabinas MTY
10MON,Nuevo Leon Oriente,50OAM,Los Alamos MTY
10MON,Nuevo Leon Oriente,50OAY,Alfonso Reyes MTY
10MON,Nuevo Leon Oriente,50OAZ,Aztlan MTY
10MON,Nuevo Leon Oriente,50OBX,Girasol REX
10MON,Nuevo Leon Oriente,50OCC,Canales REX
10MON,Nuevo Leon Oriente,50OCK,Occidental REX
10MON,Nuevo Leon Oriente,50OCN,Car. Nacional MTY
10MON,Nuevo Leon Oriente,50OCW,Oceano Atlantico REX
10MON,Nuevo Leon Oriente,50OCY,Cadereyta MTY
10MON,Nuevo Leon Oriente,50OD6,Gas Revolucion MTY
10MON,Nuevo Leon Oriente,50OEK,Olmeca MTY
10MON,Nuevo Leon Oriente,50OEV,Amado Nervo REX
10MON,Nuevo Leon Oriente,50OFA,Francia MTY
10MON,Nuevo Leon Oriente,50OFF,Fuentes REX
10MON,Nuevo Leon Oriente,50OFK,Ojo de Agua MTY
10MON,Nuevo Leon Oriente,50OGU,Aguanaval MTY
10MON,Nuevo Leon Oriente,50OHT,H.T. MTY
10MON,Nuevo Leon Oriente,50OIE,Estanzuela II MTY
10MON,Nuevo Leon Oriente,50OIQ,Tampiquito MTY
10MON,Nuevo Leon Oriente,50OL8,Sabiduria MTY
10MON,Nuevo Leon Oriente,50OLK,Estacion Reyes MTY
10MON,Nuevo Leon Oriente,50OLQ,Las Quintas MTY
10MON,Nuevo Leon Oriente,50OLT,Lerdo de Tejada MTY
10MON,Nuevo Leon Oriente,50OMA,Margaritas MTY
10MON,Nuevo Leon Oriente,50OMC,MEXICO MTY
10MON,Nuevo Leon Oriente,50OMP,Mas Palomas MTY
10MON,Nuevo Leon Oriente,50ONA,15 de Enero REX
10MON,Nuevo Leon Oriente,50ONB,18 de Marzo REX
10MON,Nuevo Leon Oriente,50ONM,Urgencias MTY
10MON,Nuevo Leon Oriente,50ONX,Onix REX
10MON,Nuevo Leon Oriente,50OQD,Inactivo
10MON,Nuevo Leon Oriente,50OQW,San Antonio III MTY
10MON,Nuevo Leon Oriente,50OQX,Real de Loreto MTY
10MON,Nuevo Leon Oriente,50OR3,Allende MTA 2
10MON,Nuevo Leon Oriente,50ORG,Rosendo Garza MTY
10MON,Nuevo Leon Oriente,50ORR,Las Torres MTY
10MON,Nuevo Leon Oriente,50ORV,Rio Verde MTY
10MON,Nuevo Leon Oriente,50OSP,Serafin Pena MTY
10MON,Nuevo Leon Oriente,50OTA,Tamesis MTY
10MON,Nuevo Leon Oriente,50OTC,Tecnologico MTY
10MON,Nuevo Leon Oriente,50OTI,Don Tino MTY
10MON,Nuevo Leon Oriente,50OTV,Altavista MTY
10MON,Nuevo Leon Oriente,50OU8,Agualeguas Centro MTY
10MON,Nuevo Leon Oriente,50OW2,La Trinidad MON
10MON,Nuevo Leon Oriente,50OW5,Bosques de San Roque MTY
10MON,Nuevo Leon Oriente,50OWF,Los Faraones REX
10MON,Nuevo Leon Oriente,50OWI,Mision Real MTY
10MON,Nuevo Leon Oriente,50OWJ,Imperio Egipcio REX
10MON,Nuevo Leon Oriente,50OWY,Griegos REX
10MON,Nuevo Leon Oriente,50OX4,Estación Ramones MTY
10MON,Nuevo Leon Oriente,50OXA,San Angel MTY
10MON,Nuevo Leon Oriente,50OXM,Mederos MTY
10MON,Nuevo Leon Oriente,50OXP,Apodaca MTY
10MON,Nuevo Leon Oriente,50OYC,Zertuche MTY
10MON,Nuevo Leon Oriente,50P1R,Triana II MTY
10MON,Nuevo Leon Oriente,50P1W,Cerro de la Bufa MTY
10MON,Nuevo Leon Oriente,50P2Y,Concepcion del Oro MTY
10MON,Nuevo Leon Oriente,50P5S,Gas Santa Rosa MTY
10MON,Nuevo Leon Oriente,50P6L,Mazatlan MTY
10MON,Nuevo Leon Oriente,50P8G,Jacal MTY
10MON,Nuevo Leon Oriente,50P8J,Industria Escobera MTY
10MON,Nuevo Leon Oriente,50PAE,Del Paseo MTY
10MON,Nuevo Leon Oriente,50PAM,Panama REX
10MON,Nuevo Leon Oriente,50PAV,San Remo MTY
10MON,Nuevo Leon Oriente,50PBM,Alcaldia MTY
10MON,Nuevo Leon Oriente,50PD5,Ayutla MTY
10MON,Nuevo Leon Oriente,50PDB,Presa de La Boca MTY
10MON,Nuevo Leon Oriente,50PDS,Puerta del Sol MTY
10MON,Nuevo Leon Oriente,50PE3,Prepa 22 MTY
10MON,Nuevo Leon Oriente,50PEB,Pronto(ElBarreal)MTY
10MON,Nuevo Leon Oriente,50PEK,Pekin REX
10MON,Nuevo Leon Oriente,50PFD,Porfirio Diaz II MTY
10MON,Nuevo Leon Oriente,50PFG,Paseo de las Flores MTY
10MON,Nuevo Leon Oriente,50PFH,Plaza Principal REX
10MON,Nuevo Leon Oriente,50PFS,Plaza Fiesta MTY
10MON,Nuevo Leon Oriente,50PFX,Oceano Pacifico MTY
10MON,Nuevo Leon Oriente,50PGQ,Pgr REX
10MON,Nuevo Leon Oriente,50PHG,Pueblo Nuevo I MTY
10MON,Nuevo Leon Oriente,50PHT,Sapporo MTY
10MON,Nuevo Leon Oriente,50PIB,Pino Blanco MTY
10MON,Nuevo Leon Oriente,50PIQ,Pirul REX
10MON,Nuevo Leon Oriente,50PJ6,Miravalle REX
10MON,Nuevo Leon Oriente,50PLI,Ped. Linda Vista MTY
10MON,Nuevo Leon Oriente,50PLK,Palo Blanco REX
10MON,Nuevo Leon Oriente,50PLS,Pilastra MTY
10MON,Nuevo Leon Oriente,50PLV,Pablo Livas MTY
10MON,Nuevo Leon Oriente,50PLZ,Plaza MTY
10MON,Nuevo Leon Oriente,50PMJ,20 de Noviembre MTY
10MON,Nuevo Leon Oriente,50PMK,Balderas REX
10MON,Nuevo Leon Oriente,50PNF,Palestina MTY
10MON,Nuevo Leon Oriente,50POF,P.de Las Fuentes MTY
10MON,Nuevo Leon Oriente,50PPL,Los Portales MTY
10MON,Nuevo Leon Oriente,50PPX,Tres Picos REX
10MON,Nuevo Leon Oriente,50PQE,Parque Espana MTY
10MON,Nuevo Leon Oriente,50PRU,Privada del Uro MTY
10MON,Nuevo Leon Oriente,50PS8,EQUUS II
10MON,Nuevo Leon Oriente,50PT0,Bilbao MTY
10MON,Nuevo Leon Oriente,50PU7,Fuentes de Juarez MTY
10MON,Nuevo Leon Oriente,50PUI,Rio Purificacion REX
10MON,Nuevo Leon Oriente,50PUM,Abeto MTY
10MON,Nuevo Leon Oriente,50PUR,Purisima MTY
10MON,Nuevo Leon Oriente,50PUV,Colegio MTY
10MON,Nuevo Leon Oriente,50PUX,La Purisima II MTY
10MON,Nuevo Leon Oriente,50PVA,Primavera MTY
10MON,Nuevo Leon Oriente,50PVT,Los Puertos MTY
10MON,Nuevo Leon Oriente,50PXG,Exposicion MTY
10MON,Nuevo Leon Oriente,50PY0,San Diego MTY
10MON,Nuevo Leon Oriente,50PY1,Esperanza MTY
10MON,Nuevo Leon Oriente,50PYF,Paseo del Valle MTY
10MON,Nuevo Leon Oriente,50PYV,Portal del Roble MTY
10MON,Nuevo Leon Oriente,50PZR,Poza Rica REX
10MON,Nuevo Leon Oriente,50Q10,Corning Planta 1 REX
10MON,Nuevo Leon Oriente,50Q1G,Estacion 34 MTY
10MON,Nuevo Leon Oriente,50Q1Z,Valle de los Encinos MTY
10MON,Nuevo Leon Oriente,50Q2X,Goitia MTY
10MON,Nuevo Leon Oriente,50Q2Y,Morelos  MTY
10MON,Nuevo Leon Oriente,50Q72,Multicomercial MTY
10MON,Nuevo Leon Oriente,50Q77,San Miguelito MTY
10MON,Nuevo Leon Oriente,50Q7B,El Uruguayo MTY
10MON,Nuevo Leon Oriente,50Q8F,San Angel Rey MTY
10MON,Nuevo Leon Oriente,50Q8L,Gas Santa Fe MTY
10MON,Nuevo Leon Oriente,50QBI,Rinconada I MTY
10MON,Nuevo Leon Oriente,50QBQ,Rio Bravo REX
10MON,Nuevo Leon Oriente,50QBT,L. de San Martin MTY
10MON,Nuevo Leon Oriente,50QBX,San Martin II MTY
10MON,Nuevo Leon Oriente,50QD2,Concordia MTY
