CR_REGION,NOMBRE_REGION,CR_TIENDA,NOMBRE_TIENDA
10MON,Nuevo Leon Oriente,50QDX,Hacienda Huinala MTY
10MON,Nuevo Leon Oriente,50QFB,Jardines de la Silla MTY
10MON,Nuevo Leon Oriente,50QGE,Orquidea MTY
10MON,Nuevo Leon Oriente,50QGQ,Torre Alta MTY
10MON,Nuevo Leon Oriente,50QJA,NUEVO SEGURO SOCIAL REX
10MON,Nuevo Leon Oriente,50QJH,Casco MTY
10MON,Nuevo Leon Oriente,50QJM,Chula Vista MTY
10MON,Nuevo Leon Oriente,50QL3,de la Garza Cavazos MTY
10MON,Nuevo Leon Oriente,50QLP,Mezquital-StarosaMTY
10MON,Nuevo Leon Oriente,50QM3,Brasil MTY
10MON,Nuevo Leon Oriente,50QOK,Prepa 12 MTY
10MON,Nuevo Leon Oriente,50QPO,Queretaro REX
10MON,Nuevo Leon Oriente,50QR9,Carvallo MTY
10MON,Nuevo Leon Oriente,50QSO,Colosio REX
10MON,Nuevo Leon Oriente,50QW9,Zapata MTY
10MON,Nuevo Leon Oriente,50QWK,Colima MTY
10MON,Nuevo Leon Oriente,50QX3,Ind. Reynosa MTY
10MON,Nuevo Leon Oriente,50QX7,Tequila MTY
10MON,Nuevo Leon Oriente,50QYM,Vista Hermosa REX
10MON,Nuevo Leon Oriente,50QZT,Satelite REX
10MON,Nuevo Leon Oriente,50QZY,Santa Margarita MTY
10MON,Nuevo Leon Oriente,50R2S,San Salvador MTY
10MON,Nuevo Leon Oriente,50R3A,Escoberos MTY
10MON,Nuevo Leon Oriente,50R6H,Altavista Sur MTY
10MON,Nuevo Leon Oriente,50R6O,Palmas PTE MTY
10MON,Nuevo Leon Oriente,50R6Q,Kalos Ruiz Cortines MTY
10MON,Nuevo Leon Oriente,50R79,Fujitsu-Ten REX
10MON,Nuevo Leon Oriente,50R7G,Praderas de Guadalupe MTY
10MON,Nuevo Leon Oriente,50R7Y,Alamos  MTY
10MON,Nuevo Leon Oriente,50R8P,Agua Fria II MTY
10MON,Nuevo Leon Oriente,50R8V,Central Reynosa MTY
10MON,Nuevo Leon Oriente,50RBL,Colonial San Agustin MTY
10MON,Nuevo Leon Oriente,50RBN,Riberena REX
10MON,Nuevo Leon Oriente,50RCC,Cadereyta II MTY
10MON,Nuevo Leon Oriente,50RCE,Centro REX
10MON,Nuevo Leon Oriente,50RCM,Camino Real MTY
10MON,Nuevo Leon Oriente,50RCS,Roberto Gza.Sada MTY
10MON,Nuevo Leon Oriente,50RDI,Aurum MTY
10MON,Nuevo Leon Oriente,50RDS,Rincon deLaSierraMTY
10MON,Nuevo Leon Oriente,50RET,El Principal MTY
10MON,Nuevo Leon Oriente,50REV,Revolucion MTY
10MON,Nuevo Leon Oriente,50RF9,Cuauhtemoc II  MTY
10MON,Nuevo Leon Oriente,50RFE,San Rafael MTY
10MON,Nuevo Leon Oriente,50RFK,Rio Frio REX
10MON,Nuevo Leon Oriente,50RFW,Reforma MTY
10MON,Nuevo Leon Oriente,50RG7,Libia MTY
10MON,Nuevo Leon Oriente,50RGJ,Guanajuato REX
10MON,Nuevo Leon Oriente,50RGP,Valle de Guadalajara MTY
10MON,Nuevo Leon Oriente,50RGU,Aguelles REX
10MON,Nuevo Leon Oriente,50RH4,Plaza Prados MTY
10MON,Nuevo Leon Oriente,50RH9,Lazaro Cardenas REX
10MON,Nuevo Leon Oriente,50RHD,Colorines MTY
10MON,Nuevo Leon Oriente,50RHF,Lago de Cuitzeo REX
10MON,Nuevo Leon Oriente,50RHT,Rifleros MTY
10MON,Nuevo Leon Oriente,50RHU,Hidalgo MTY
10MON,Nuevo Leon Oriente,50RIF,Rincon de La FamaMTY
10MON,Nuevo Leon Oriente,50RIN,Orinoco MTY
10MON,Nuevo Leon Oriente,50RIO,Villa del Rio MTY
10MON,Nuevo Leon Oriente,50RJ3,Commscope REX
10MON,Nuevo Leon Oriente,50RJA,La Rioja MTY
10MON,Nuevo Leon Oriente,50RJH,Villa San AntonioMTY
10MON,Nuevo Leon Oriente,50RK9,Armida Olma MTY
10MON,Nuevo Leon Oriente,50RKB,Ruiz Cortinez REX
10MON,Nuevo Leon Oriente,50RKG,Valparaiso MTY
10MON,Nuevo Leon Oriente,50RKH,Torre Alta II MTY
10MON,Nuevo Leon Oriente,50RKS,La Roca MTY
10MON,Nuevo Leon Oriente,50RKZ,Libertad II MTY
10MON,Nuevo Leon Oriente,50RL1,Quinta Las Sabinas MTY
10MON,Nuevo Leon Oriente,50RL3,Bosques De Huinala MTY
10MON,Nuevo Leon Oriente,50RLA,Americas REX
10MON,Nuevo Leon Oriente,50RLB,Bosques Real MTY
10MON,Nuevo Leon Oriente,50RLL,Morelos REX
10MON,Nuevo Leon Oriente,50RLP,Rio de La Plata MTY
10MON,Nuevo Leon Oriente,50RLQ,Bella Vista MTY
10MON,Nuevo Leon Oriente,50RMK,Carranza MTY
10MON,Nuevo Leon Oriente,50RMR,Madero REX
10MON,Nuevo Leon Oriente,50RMT,Rio Mante REX
10MON,Nuevo Leon Oriente,50RMW,Carretera A Roma MTY
10MON,Nuevo Leon Oriente,50RMZ,Mendez REX
10MON,Nuevo Leon Oriente,50RN0,Monterrey MTY
10MON,Nuevo Leon Oriente,50ROK,San Marcos MTY
10MON,Nuevo Leon Oriente,50ROR,Rodriguez MTY
10MON,Nuevo Leon Oriente,50ROX,Rosalinda REX
10MON,Nuevo Leon Oriente,50RP0,Central  MTY
10MON,Nuevo Leon Oriente,50RPC,Rhodesia MTY
10MON,Nuevo Leon Oriente,50RPD,Barrio Parras MTY
10MON,Nuevo Leon Oriente,50RPP,Rio Panuco MTY
10MON,Nuevo Leon Oriente,50RPX,Praxedis REX
10MON,Nuevo Leon Oriente,50RQA,Almeria MTY
10MON,Nuevo Leon Oriente,50RQY,La Herradura MTY
10MON,Nuevo Leon Oriente,50RQZ,Plaza Zaragoza MTY
10MON,Nuevo Leon Oriente,50RRF,Santa Fe REX
10MON,Nuevo Leon Oriente,50RRM,Morelos II REX
10MON,Nuevo Leon Oriente,50RRN,Obregon REX
10MON,Nuevo Leon Oriente,50RS3,Vista De Anacua MTY
10MON,Nuevo Leon Oriente,50RSJ,Rio San Juan REX
10MON,Nuevo Leon Oriente,50RSN,Centro Anahuac MTY
10MON,Nuevo Leon Oriente,50RSU,Insurgentes REX
10MON,Nuevo Leon Oriente,50RT2,Pesqueria-Los Ramones MTY
10MON,Nuevo Leon Oriente,50RTZ,Ruiz Cortinez MEX
10MON,Nuevo Leon Oriente,50RUW,Sierra Vista MTY
10MON,Nuevo Leon Oriente,50RVG,Revillagigedo MEX
10MON,Nuevo Leon Oriente,50RVS,Revolsur MTY
10MON,Nuevo Leon Oriente,50RW6,La Morada MTY
10MON,Nuevo Leon Oriente,50RW7,Nvent MTY
10MON,Nuevo Leon Oriente,50RWN,Guelatao REX
10MON,Nuevo Leon Oriente,50RWX,Triunfo deLa R IIMTY
10MON,Nuevo Leon Oriente,50RWY,Valle delContryIIMTY
10MON,Nuevo Leon Oriente,50RXG,Jeronimo Trevino MTY
10MON,Nuevo Leon Oriente,50RXM,La Morena MTY
10MON,Nuevo Leon Oriente,50RY3,Blvd Pesqueria MTY
10MON,Nuevo Leon Oriente,50RYE,Expo Feria REX
10MON,Nuevo Leon Oriente,50RYM,Rio MTY
10MON,Nuevo Leon Oriente,50RZ9,Bustamante III MTY
10MON,Nuevo Leon Oriente,50RZA,Almaraz MTY
10MON,Nuevo Leon Oriente,50RZF,Real SanFranciscoMTY
10MON,Nuevo Leon Oriente,50RZQ,Ruiz Oriente MTY
10MON,Nuevo Leon Oriente,50S08,INOAC MTY
10MON,Nuevo Leon Oriente,50S7X,Katavia MTY
10MON,Nuevo Leon Oriente,50S87,San Juan MTY
10MON,Nuevo Leon Oriente,50S91,Hacienda San Jose MTY
10MON,Nuevo Leon Oriente,50S9W,Plaza Principal MTY
10MON,Nuevo Leon Oriente,50SAM,San Miguel MTY
10MON,Nuevo Leon Oriente,50SB7,Martel MTY
10MON,Nuevo Leon Oriente,50SBG,Sebastian MTY
10MON,Nuevo Leon Oriente,50SBQ,Sabino MTA
10MON,Nuevo Leon Oriente,50SC5,Plata REX
10MON,Nuevo Leon Oriente,50SCR,Vista Regia MTY
10MON,Nuevo Leon Oriente,50SD3,Mercaplaza Huinala AP MTY
10MON,Nuevo Leon Oriente,50SEM,SEMEX MTY
10MON,Nuevo Leon Oriente,50SER,Faisanes MTY
10MON,Nuevo Leon Oriente,50SFD,MATAMOROS MTY
10MON,Nuevo Leon Oriente,50SFE,San Jose REX
10MON,Nuevo Leon Oriente,50SFP,PraderasdeHuinalaMTY
10MON,Nuevo Leon Oriente,50SFQ,Safari MTY
10MON,Nuevo Leon Oriente,50SGC,Jacarandas REX
10MON,Nuevo Leon Oriente,50SGK,Sierra Gorda REX
10MON,Nuevo Leon Oriente,50SHC,Suchiate MTY
10MON,Nuevo Leon Oriente,50SIB,Sierra Bella MTY
10MON,Nuevo Leon Oriente,50SIJ,PaseodeHaciendas MTY
10MON,Nuevo Leon Oriente,50SJD,HospitalRegional MTY
10MON,Nuevo Leon Oriente,50SJR,Cavazos REX
10MON,Nuevo Leon Oriente,50SK4,Division Del Norte MTY
10MON,Nuevo Leon Oriente,50SL2,Paseo de los Nogales MTY
10MON,Nuevo Leon Oriente,50SL8,Cuernavaca MTY
10MON,Nuevo Leon Oriente,50SLH,Central CamioneraMTY
10MON,Nuevo Leon Oriente,50SLU,San Luis REX
10MON,Nuevo Leon Oriente,50SM5,Arboledas MTY
10MON,Nuevo Leon Oriente,50SNG,Real San Agustin MTY
10MON,Nuevo Leon Oriente,50SNU,Santa Engracia MTY
10MON,Nuevo Leon Oriente,50SOF,Progreso MTY
10MON,Nuevo Leon Oriente,50SOU,Colima II MTY
10MON,Nuevo Leon Oriente,50SOZ,Mazatlan MTY
10MON,Nuevo Leon Oriente,50SQL,San Lorenzo II MTY
10MON,Nuevo Leon Oriente,50SQQ,La Luz MTY
10MON,Nuevo Leon Oriente,50SRC,Caracoles REX
10MON,Nuevo Leon Oriente,50SRP,Arecas REX
10MON,Nuevo Leon Oriente,50SRX,San Francisco MTA
10MON,Nuevo Leon Oriente,50SSB,San Sebastian MTY
10MON,Nuevo Leon Oriente,50SSI,Vessi MTY
10MON,Nuevo Leon Oriente,50SSM,Santa Monica MTA
10MON,Nuevo Leon Oriente,50ST4,Alfredo Bonfil MTY
10MON,Nuevo Leon Oriente,50STA,Sertoma MTY
10MON,Nuevo Leon Oriente,50STL,Satelite II MTY
10MON,Nuevo Leon Oriente,50SV7,Jardin del Norte MTY
10MON,Nuevo Leon Oriente,50SVR,Kiwi MTY
10MON,Nuevo Leon Oriente,50SVX,Calle Nueva MTY
10MON,Nuevo Leon Oriente,50SWE,Doctores REX
10MON,Nuevo Leon Oriente,50SWQ,La Rioja Gas MTY
10MON,Nuevo Leon Oriente,50SYI,Real Santa Rosa MTY
10MON,Nuevo Leon Oriente,50SYY,Rosa de Lima MTY
10MON,Nuevo Leon Oriente,50SZ5,Juchitan REX
10MON,Nuevo Leon Oriente,50SZY,Sierra Azul MTY
10MON,Nuevo Leon Oriente,50SZZ,Los Suizos MTY
10MON,Nuevo Leon Oriente,50T04,Teran MTY
10MON,Nuevo Leon Oriente,50T1R,Las Provincias MTY
10MON,Nuevo Leon Oriente,50T3M,Valle del Parque MTY
10MON,Nuevo Leon Oriente,50T4S,Sungwoo MTY
10MON,Nuevo Leon Oriente,50T59,Polideportivo MTY
10MON,Nuevo Leon Oriente,50T5L,Pablo Salce MTY
10MON,Nuevo Leon Oriente,50T61,Motors MTY
10MON,Nuevo Leon Oriente,50T75,Cbtis 7 MTY
10MON,Nuevo Leon Oriente,50T96,AMAPOLA MTY
10MON,Nuevo Leon Oriente,50T98,Profeta MTY
10MON,Nuevo Leon Oriente,50TAU,Tacuba MTY
10MON,Nuevo Leon Oriente,50TCO,MisionSanPabloII MTY
10MON,Nuevo Leon Oriente,50TEE,Valle del Bravo REX
10MON,Nuevo Leon Oriente,50TEF,Oriente 2 REX
10MON,Nuevo Leon Oriente,50TF6,Alcom MTY
10MON,Nuevo Leon Oriente,50TH5,Grijalba MTY
10MON,Nuevo Leon Oriente,50TIO,San Antonio MTY
10MON,Nuevo Leon Oriente,50TIQ,Termoelectrica REX
10MON,Nuevo Leon Oriente,50TJW,Guadalupe Chavez MTY
10MON,Nuevo Leon Oriente,50TJX,Jardines de la Primavera MTY
10MON,Nuevo Leon Oriente,50TJY,Central de Carga MTY
10MON,Nuevo Leon Oriente,50TKK,Totonaca REX
10MON,Nuevo Leon Oriente,50TKR,Tec Carretera MTY
10MON,Nuevo Leon Oriente,50TKT,TKT MTY
10MON,Nuevo Leon Oriente,50TLA,Estanzuela MTY
10MON,Nuevo Leon Oriente,50TMZ,Montana MTY
10MON,Nuevo Leon Oriente,50TO0,La Cima II REX
10MON,Nuevo Leon Oriente,50TO8,Torre Lalo MTY
10MON,Nuevo Leon Oriente,50TOF,ColinasdeStaEngracia
10MON,Nuevo Leon Oriente,50TOU,Cien REX
10MON,Nuevo Leon Oriente,50TPP,Topacio MTY
10MON,Nuevo Leon Oriente,50TQU,Multipark MTY
10MON,Nuevo Leon Oriente,50TR3,Escobedo II MTY
10MON,Nuevo Leon Oriente,50TR9,Gas Fundadores REX
10MON,Nuevo Leon Oriente,50TRC,Tres Caminos MTY
10MON,Nuevo Leon Oriente,50TRU,Triunfo de LaRep.MTY
10MON,Nuevo Leon Oriente,50TRX,El Centrito MTY
10MON,Nuevo Leon Oriente,50TRY,Contry MTY
10MON,Nuevo Leon Oriente,50TS2,Avanta Gardens MTY
10MON,Nuevo Leon Oriente,50TSB,Valle Soleado REX
10MON,Nuevo Leon Oriente,50TSC,Av del Parque REX
10MON,Nuevo Leon Oriente,50TSL,Las Palmas REX
10MON,Nuevo Leon Oriente,50TTM,Mexico REX
10MON,Nuevo Leon Oriente,50TTV,Colector MTY
10MON,Nuevo Leon Oriente,50TUG,Helicon MTY
10MON,Nuevo Leon Oriente,50TWT,Cosmopolis MTY
10MON,Nuevo Leon Oriente,50TZ7,Tres Rios II MTY
10MON,Nuevo Leon Oriente,50TZA,Terraza MTY
10MON,Nuevo Leon Oriente,50TZE,Tamazunchale MTY
10MON,Nuevo Leon Oriente,50U04,Ruben REX
10MON,Nuevo Leon Oriente,50U1A,Pedro Martinez MTY
10MON,Nuevo Leon Oriente,50U20,Cairo MTY
10MON,Nuevo Leon Oriente,50U3M,VISTA ALTA MTY
10MON,Nuevo Leon Oriente,50U3X,CR Disponible
10MON,Nuevo Leon Oriente,50U9D,Calzada  MTY
10MON,Nuevo Leon Oriente,50U9K,Nippon Seiki MTY
10MON,Nuevo Leon Oriente,50UA0,Halcon MTY
10MON,Nuevo Leon Oriente,50UC2,Crisantema MTY
10MON,Nuevo Leon Oriente,50UCI,Hda. Santa Lucia MTY
10MON,Nuevo Leon Oriente,50UCV,ESPECIALIDADES REX
10MON,Nuevo Leon Oriente,50UD7,Privadas de la Silla MTY
10MON,Nuevo Leon Oriente,50UEK,La Hacienda III MTY
10MON,Nuevo Leon Oriente,50UFT,Fundadores II MTY
10MON,Nuevo Leon Oriente,50UGM,Miguel MTY
10MON,Nuevo Leon Oriente,50UGR,Almaguer REX
10MON,Nuevo Leon Oriente,50UHQ,Cerro de la Silla MTY
10MON,Nuevo Leon Oriente,50UJ7,Vistas del Seminario MTY
10MON,Nuevo Leon Oriente,50UJJ,Jubileo MTY
10MON,Nuevo Leon Oriente,50UJT,Egipto REX
10MON,Nuevo Leon Oriente,50UK7,Cristobal Colon MTY
10MON,Nuevo Leon Oriente,50UKF,Apodaca Centro MTY
10MON,Nuevo Leon Oriente,50UMC,Mcallen MTY
10MON,Nuevo Leon Oriente,50UOI,Cortijo MTY
10MON,Nuevo Leon Oriente,50UOW,Clinica 32 MTY
10MON,Nuevo Leon Oriente,50UP3,Plaza Encino MTY
10MON,Nuevo Leon Oriente,50UPE,Hospital San Jose MTY
10MON,Nuevo Leon Oriente,50URO,Tauro MTY
10MON,Nuevo Leon Oriente,50USR,Santa Rosa MTY
10MON,Nuevo Leon Oriente,50UT2,Muran MTY
10MON,Nuevo Leon Oriente,50UTE,Los Angeles MTY
10MON,Nuevo Leon Oriente,50UU1,Clinica 15 MTY
10MON,Nuevo Leon Oriente,50UV4,Saltillo MTY
10MON,Nuevo Leon Oriente,50UV8,Lozano MTY
10MON,Nuevo Leon Oriente,50UX1,Comunicaciones MTY
10MON,Nuevo Leon Oriente,50UXU,Sur Uno REX
10MON,Nuevo Leon Oriente,50UZQ,Mezquital MTY
10MON,Nuevo Leon Oriente,50V03,Vista del Huizache MTY
10MON,Nuevo Leon Oriente,50V0S,Valladolid II MTY
10MON,Nuevo Leon Oriente,50V13,Americo Villarreal Rey MTY
10MON,Nuevo Leon Oriente,50V1J,Forvia Apodaca MTY
10MON,Nuevo Leon Oriente,50V20,Rockwell MTY
10MON,Nuevo Leon Oriente,50V23,Sofia MTY
10MON,Nuevo Leon Oriente,50V2Y,Rio Blanco MTY
10MON,Nuevo Leon Oriente,50V4X,Matamoros REX
10MON,Nuevo Leon Oriente,50V81,Cian MTY
10MON,Nuevo Leon Oriente,50V8Q,Pensamiento MTY
10MON,Nuevo Leon Oriente,50V9G,Rodhe MTY
10MON,Nuevo Leon Oriente,50V9V,El Vergel MTY
10MON,Nuevo Leon Oriente,50VAS,Vasconcelos MTY
10MON,Nuevo Leon Oriente,50VB6,Punta Norte REX
10MON,Nuevo Leon Oriente,50VB9,Elizama MTY
10MON,Nuevo Leon Oriente,50VBU,Vista Boulevard MTY
10MON,Nuevo Leon Oriente,50VC4,Alvamex MTY
10MON,Nuevo Leon Oriente,50VD6,Comanche MTY
10MON,Nuevo Leon Oriente,50VFA,Villa Franca MTY
10MON,Nuevo Leon Oriente,50VFL,VillaLasFuentesIIMTY
10MON,Nuevo Leon Oriente,50VHH,Rio Nilo MTY
10MON,Nuevo Leon Oriente,50VHV,Valle de HuinalaMTY
10MON,Nuevo Leon Oriente,50VHZ,Valle San Miguel MTY
10MON,Nuevo Leon Oriente,50VID,Aceros MTY
10MON,Nuevo Leon Oriente,50VJ8,Calzada Del Oriente MTY
10MON,Nuevo Leon Oriente,50VKO,Vereda MTY
10MON,Nuevo Leon Oriente,50VKZ,Veracruz REX
10MON,Nuevo Leon Oriente,50VLF,Villa Las FuentesMTY
10MON,Nuevo Leon Oriente,50VM6,Canelo MTY
10MON,Nuevo Leon Oriente,50VNQ,Ave. UNO MTY
10MON,Nuevo Leon Oriente,50VOJ,Helion MTY
10MON,Nuevo Leon Oriente,50VOT,Valle Oriente I MTY
10MON,Nuevo Leon Oriente,50VPD,Valle de PalmasIIMTY
10MON,Nuevo Leon Oriente,50VQ9,Jalisco  MTY
10MON,Nuevo Leon Oriente,50VRF,Villa Florida REX
10MON,Nuevo Leon Oriente,50VRQ,Virgilio MTY
10MON,Nuevo Leon Oriente,50VRR,Virreyes REX
10MON,Nuevo Leon Oriente,50VSJ,Micropolis MTY
10MON,Nuevo Leon Oriente,50VSK,Villa Espanola MTY
10MON,Nuevo Leon Oriente,50VSO,Villa de SantiagoMTY
10MON,Nuevo Leon Oriente,50VT9,Nidec Embraco MTY
10MON,Nuevo Leon Oriente,50VU4,Brasil I
10MON,Nuevo Leon Oriente,50VU9,Zambrano Hellion MTY
10MON,Nuevo Leon Oriente,50VUH,Sin Nombre
10MON,Nuevo Leon Oriente,50VUS,Lib. Cd.Victoria MTY
10MON,Nuevo Leon Oriente,50VV4,KIA II MTY
10MON,Nuevo Leon Oriente,50VVR,Valle Alto REX
10MON,Nuevo Leon Oriente,50VVS,Villa Sol MTY
10MON,Nuevo Leon Oriente,50VVX,Veloz REX
10MON,Nuevo Leon Oriente,50VY1,Polaris I AP MTY
10MON,Nuevo Leon Oriente,50VYF,JCL MTY
10MON,Nuevo Leon Oriente,50VYO,Bemito Juarez REX
10MON,Nuevo Leon Oriente,50VYW,Villa Montania MTY
10MON,Nuevo Leon Oriente,50VYZ,Plaza LindaVista MTY
10MON,Nuevo Leon Oriente,50VZ4,Prolongacion Nogal MTY
10MON,Nuevo Leon Oriente,50VZG,Villa Guadalupe MTY
10MON,Nuevo Leon Oriente,50VZO,Valle Soleado MTY
10MON,Nuevo Leon Oriente,50VZW,V. Carranza II MTY
10MON,Nuevo Leon Oriente,50W05,Chula Vista  MTY
10MON,Nuevo Leon Oriente,50W0F,Aquiles Serdan REX
10MON,Nuevo Leon Oriente,50W0Y,PUNTA CALABOZO
10MON,Nuevo Leon Oriente,50W1J,Alora MTY
10MON,Nuevo Leon Oriente,50W1K,Clinica 4
10MON,Nuevo Leon Oriente,50W31,Aduana MA MTY
10MON,Nuevo Leon Oriente,50W3E,Plaza Matamoros II MTY
10MON,Nuevo Leon Oriente,50W3I,SPRINGS WF II
10MON,Nuevo Leon Oriente,50W3L,Las Flores  MTY
10MON,Nuevo Leon Oriente,50W3X,Plaza Concordia MTY
10MON,Nuevo Leon Oriente,50W4F,18 De Febrero MTY
10MON,Nuevo Leon Oriente,50W4Y,El Ranchito MTY
10MON,Nuevo Leon Oriente,50W5I,Bolivar MTY
10MON,Nuevo Leon Oriente,50W5X,Puerto San Agustin  MTY
10MON,Nuevo Leon Oriente,50W87,Azteca REX
10MON,Nuevo Leon Oriente,50W93,Mision Los Angeles MTY
10MON,Nuevo Leon Oriente,50W9X,Marin Centro I MTY
10MON,Nuevo Leon Oriente,50W9Z,Aldabas MTY
10MON,Nuevo Leon Oriente,50WA1,Empalme MTY
10MON,Nuevo Leon Oriente,50WA7,Las Adjuntas MTY
10MON,Nuevo Leon Oriente,50WA9,JB CHAPA MTY
10MON,Nuevo Leon Oriente,50WAL,Aldama MTY
10MON,Nuevo Leon Oriente,50WDJ,Linares II MTY
10MON,Nuevo Leon Oriente,50WE8,Villa la Luz MTY
10MON,Nuevo Leon Oriente,50WEM,Acapulco III MTY
10MON,Nuevo Leon Oriente,50WEY,Matamoros II MTY
10MON,Nuevo Leon Oriente,50WFN,Abril I MTY
10MON,Nuevo Leon Oriente,50WFW,Toteco REX
10MON,Nuevo Leon Oriente,50WG6,Puerta Grande REX
10MON,Nuevo Leon Oriente,50WHH,Arb. de Sta Rosa MTY
10MON,Nuevo Leon Oriente,50WHQ,Autopista Aeropuerto MTY
10MON,Nuevo Leon Oriente,50WIU,Hda. El Alamito MTA
10MON,Nuevo Leon Oriente,50WJ7,Nidec MTY
10MON,Nuevo Leon Oriente,50WJI,Ignacio Mariscal REX
10MON,Nuevo Leon Oriente,50WKA,Sun Mall MTY
10MON,Nuevo Leon Oriente,50WKM,La Petaca MTY
10MON,Nuevo Leon Oriente,50WKS,Telefonos II MTY
10MON,Nuevo Leon Oriente,50WL1,Juan Pablo A MTY
10MON,Nuevo Leon Oriente,50WL8,Sonora MTY
10MON,Nuevo Leon Oriente,50WLJ,Gral. Rodriguez REX
10MON,Nuevo Leon Oriente,50WM0,Valle Hermoso MTY
10MON,Nuevo Leon Oriente,50WM6,Saaghi MTY
10MON,Nuevo Leon Oriente,50WMS,IMSS REX
10MON,Nuevo Leon Oriente,50WOW,Flor de Loto MTY
10MON,Nuevo Leon Oriente,50WP2,12 DE OCTUBRE
10MON,Nuevo Leon Oriente,50WPA,Triana MTY
10MON,Nuevo Leon Oriente,50WQ5,Leon Guzman MTY
10MON,Nuevo Leon Oriente,50WQB,Valle del Salduero MTY
10MON,Nuevo Leon Oriente,50WQQ,Estardo Guajardo MTY
10MON,Nuevo Leon Oriente,50WQR,Orquidea MTY
10MON,Nuevo Leon Oriente,50WSP,Matancillas MTY
10MON,Nuevo Leon Oriente,50WTG,Coahuila REX
10MON,Nuevo Leon Oriente,50WTZ,Las Lomas MTY
10MON,Nuevo Leon Oriente,50WV5,BAT MTY
10MON,Nuevo Leon Oriente,50WVO,Priv.LasHaciendasREX
10MON,Nuevo Leon Oriente,50WVQ,Carr.A Villa Juarez MTY
10MON,Nuevo Leon Oriente,50WW7,Joyas de Huinala MTY
10MON,Nuevo Leon Oriente,50WWK,Arb.De Sta. RosaMTY
10MON,Nuevo Leon Oriente,50WXE,La Puerta MTY
10MON,Nuevo Leon Oriente,50WXI,La Cortina MTY
10MON,Nuevo Leon Oriente,50WXL,Las Hadas MTY
10MON,Nuevo Leon Oriente,50WXP,Pronto San Miguel II MTY
10MON,Nuevo Leon Oriente,50WXX,Av. Central MTY
10MON,Nuevo Leon Oriente,50WY4,Gas Conalep MTY
10MON,Nuevo Leon Oriente,50WZ9,Tucanes MTY
10MON,Nuevo Leon Oriente,50WZC,Vistas del Rio MTY
10MON,Nuevo Leon Oriente,50WZW,Quimicos MTY
10MON,Nuevo Leon Oriente,50X08,San Angel  MTY
10MON,Nuevo Leon Oriente,50X0R,Kellogs MTY
10MON,Nuevo Leon Oriente,50X11,Chapultepec II MTY
10MON,Nuevo Leon Oriente,50X12,Rotonda San Fco MTY
10MON,Nuevo Leon Oriente,50X2E,Vinedos MTY
10MON,Nuevo Leon Oriente,50X3K,Madrid MTY
10MON,Nuevo Leon Oriente,50X3S,San Milano MTY
10MON,Nuevo Leon Oriente,50X53,Bard REX
10MON,Nuevo Leon Oriente,50X5V,Parque Well MTY
10MON,Nuevo Leon Oriente,50X69,Cantoral MTY
10MON,Nuevo Leon Oriente,50X7J,Gas Las Flores MTY
10MON,Nuevo Leon Oriente,50X7T,Valle De San Pedro MTY
10MON,Nuevo Leon Oriente,50X80,Salida Allende MTY
10MON,Nuevo Leon Oriente,50X9Y,Monumento B Juarez MTY
10MON,Nuevo Leon Oriente,50XA2,Constitucion Rey MTY
10MON,Nuevo Leon Oriente,50XAO,Gpe Victoria REX
10MON,Nuevo Leon Oriente,50XB9,Cantizales MTY
10MON,Nuevo Leon Oriente,50XC4,Plaza 404 San Pedro MTY
10MON,Nuevo Leon Oriente,50XD7,Hacienda Del Sol MTY
10MON,Nuevo Leon Oriente,50XDS,Tamaulipas MTY
10MON,Nuevo Leon Oriente,50XEK,Los Lermas MTY
10MON,Nuevo Leon Oriente,50XEP,Expo MTY
10MON,Nuevo Leon Oriente,50XEQ,Herradura II MTY
10MON,Nuevo Leon Oriente,50XF6,CR disponible 5.
10MON,Nuevo Leon Oriente,50XFC,La Chona MTY
10MON,Nuevo Leon Oriente,50XFP,Camino Real III MTY
10MON,Nuevo Leon Oriente,50XFX,Pilon MTY
10MON,Nuevo Leon Oriente,50XGS,Garza Sada MTY
10MON,Nuevo Leon Oriente,50XHQ,Paseo Santa Rosa MTY
10MON,Nuevo Leon Oriente,50XHR,Prepa 1 MTY
10MON,Nuevo Leon Oriente,50XI3,Platino MTY
10MON,Nuevo Leon Oriente,50XI6,San Fdo Gas MTY
10MON,Nuevo Leon Oriente,50XI7,Mediterraneo MTY
10MON,Nuevo Leon Oriente,50XIH,Xochimilco MTY
10MON,Nuevo Leon Oriente,50XIP,Pio X MTY
10MON,Nuevo Leon Oriente,50XIU,Guerrero REX
10MON,Nuevo Leon Oriente,50XJ5,Sicilia AP MTY
10MON,Nuevo Leon Oriente,50XJN,Costa Rica MTY
10MON,Nuevo Leon Oriente,50XKE,Puerta del Sol REX
10MON,Nuevo Leon Oriente,50XKP,Rio de la Plata REX
10MON,Nuevo Leon Oriente,50XLN,Centrito II MTY
10MON,Nuevo Leon Oriente,50XLQ,Ixtaltepec REX
10MON,Nuevo Leon Oriente,50XLS,FlordePensamientoREX
10MON,Nuevo Leon Oriente,50XLY,Flor De Loto REX
10MON,Nuevo Leon Oriente,50XMJ,MOLL INDUSTRIAL REX
10MON,Nuevo Leon Oriente,50XNW,Guinda REX
10MON,Nuevo Leon Oriente,50XNY,Rocallosa REX
